"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","01","1","-","All sectors","Number","1143"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","01","1","01","Private sector","Number","882"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","01","1","02","Public sector","Number","261"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","02","2","-","All sectors","Number","1077"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","02","2","01","Private sector","Number","780"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","02","2","02","Public sector","Number","300"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","01","1","-","All sectors","Number","105"
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","01","1","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","01","1","02","Public sector","Number","84"
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","02","2","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","02","2","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","02","2","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","07","7","02","Public sector","Number",""
